materials,RL,RL_z_xy,zin/z0,x,y,r,theta,a_1,b_1,r_1,tehta_1,z_xy,z,r1,RL_r,RL_r1,theta_eu1,theta_eu2,theta1,d,f,e1,e2,u1,u2,tane,tanu,ac,C0,dm,e12,u12,sqrt_eu1,sqrt_eu2,tanh_eu,z1,z2,e_c,u_c,sqrt_eu1_c,sqrt_eu2_c,tanh_eu_c,zin/z0_c,z1_c,z2_c,z_c
sample988,-1.464333334,-1.464333334,0.084627552,0.084102227,-0.009414773,0.084627552,-0.111480268,-0.844705346,-0.016020152,0.844857246,-3.122629554,0.844857246,0.844857246,0.082917202,-1.473655921,-1.443734104,0.071270632,1.244076682,2.849711998,1,9.523,139.801,92.878,0.927,0.716,0.664358624,0.772384035,1629.776553,8.75E-11,0.691357768,167.8411227,1.171317634,0.083538785,14.02124341,1.013033077,0.91594616,1.084143107,(139.801-92.878j),(0.927-0.716j),(0.08348574834216926-0.0029763009654066165j),(11.394958222918568-8.170079185788808j),(1.0101207592672323-0.07675980280459957j),(0.08410222722819334-0.009414772970723666j),(-0.9158977727718066-0.009414772970723666j),(1.0841022272281933-0.009414772970723666j),(-0.8447053457522294-0.016020151598195965j)
sample160,-3.027050809,-3.027050809,0.44529823,0.2007415,0.397483791,0.44529823,1.103132297,-0.501139368,0.49692508,0.705744431,2.360416925,0.705744431,0.705744431,0.173494107,-8.31795838,-3.04469917,0.170418251,0.258678982,1.913888108,1,10.321,25.227,1.114,1.106,0.241,0.044159036,0.217902351,149.0829119,1.91E-11,1.374799901,25.2515846,1.131952738,0.211723873,5.34636328,2.103202745,0.892640753,1.264821534,(25.227-1.114j),(1.106-0.241j),(0.21095571681841355-0.018018982758582856j),(5.301706721385057-0.6895695465864825j),(0.7849134403281113+1.951249004377189j),(0.20074149961239832+0.3974837906613535j),(-0.7992585003876017+0.3974837906613535j),(1.2007414996123984+0.3974837906613535j),(-0.5011393676138327+0.4969250803297314j)
sample525,-4.710138302,-4.710138302,0.265180212,0.264748019,0.015133789,0.265180212,0.057100853,-0.581116276,0.018919405,0.581424174,3.109047144,0.581424174,0.581424174,0.188812154,-4.719430959,-3.319836034,-0.093837394,1.117700109,2.640781412,1,12.19,29.698,20.57,1.244,0.699,0.692639235,0.561897106,972.0604581,3.71E-11,1.011565805,36.12611388,1.426932724,0.198742673,7.179800422,1.334289253,0.735407715,1.26483856,(29.698-20.57j),(1.244-0.699j),(0.19852396020475288+0.009321326419600756j),(6.087504254611939-3.8068131094024635j),(1.3342200866156513+0.013585706790960808j),(0.26474801857202795+0.015133789257254626j),(-0.7352519814279721+0.015133789257254626j),(1.264748018572028+0.015133789257254626j),(-0.5811162763973196+0.018919405420558453j)
sample36,-3.793082892,-3.793082892,0.451467028,0.247325949,0.377693463,0.451467028,0.991031427,-0.468760397,0.444744376,0.646168608,2.382478414,0.646168608,0.646168608,0.185614576,-8.452088736,-3.262270753,0.202289718,0.338861806,2.010006665,1,9.607,25.149,1.72,1.251,0.347,0.068392381,0.277378098,194.1207646,2.31E-11,1.390896554,25.20774883,1.298233415,0.226939117,5.720624253,1.9893751,0.842122663,1.3032553,(25.149-1.72j),(1.251-0.347j),(0.22577928036329584-0.022914607803282618j),(5.638709996434882-0.9646198338696234j),(0.9162160915047987+1.7658316347511216j),(0.24732594915417638+0.3776934633369615j),(-0.7526740508458236+0.3776934633369615j),(1.2473259491541764+0.3776934633369615j),(-0.4687603969935479+0.44474437618237556j)
sample541,-7.513077146,-7.513077146,0.456541416,0.422232736,0.173636348,0.456541416,0.390152968,-0.38558705,0.16916238,0.421062091,2.728163826,0.421062091,0.421062091,0.138400916,-8.563127713,-2.419800159,0.010824196,0.435350163,2.010762261,1,8.599,51.543,11.108,1.221,0.277,0.215509381,0.226863227,316.0604848,2.16E-11,1.09870477,52.72635501,1.252026358,0.154096531,8.124948382,2.962697567,0.603294781,1.432792915,(51.543-11.108j),(1.221-0.277j),(0.15409427386650637-0.0008339814171236523j),(7.933217292319928-1.7546650982919572j),(2.7339150235310337+1.1416153097378188j),(0.42223273631757247+0.1736363478633159j),(-0.5777672636824276+0.1736363478633159j),(1.4222327363175724+0.1736363478633159j),(-0.3855870503893831+0.16916238034236575j)
sample171,-4.20521233,-4.20521233,0.532883733,0.288606734,0.447963421,0.532883733,0.998463973,-0.384721246,0.481376086,0.616225099,2.245056217,0.616225099,0.616225099,0.180720493,-10.32168449,-3.174300179,0.160174766,0.276792892,1.926880275,1,10.762,25.456,1.486,1.144,0.254,0.058375236,0.222027972,170.0045982,1.80E-11,1.290537284,25.49933591,1.171858353,0.2143745,5.466407393,2.48576082,0.8406852,1.364250176,(25.456-1.486j),(1.144-0.254j),(0.21368736981861514-0.017150345305034266j),(5.4141402729793855-0.7541186216354143j),(1.1747842645699609+2.1906366161413318j),(0.2886067340049267+0.44796342093529684j),(-0.7113932659950732+0.44796342093529684j),(1.2886067340049268+0.44796342093529684j),(-0.38472124552063414+0.48137608613710436j)
sample655,-7.572304706,-7.572304706,0.417513913,0.41235254,0.065446543,0.417513913,0.15740211,-0.413042849,0.065478531,0.418200709,2.984373746,0.418200709,0.418200709,0.13853306,-7.724835466,-2.422140611,0.087555797,0.488611938,2.102389836,1,8.914,52.947,10.762,1.198,0.355,0.203259864,0.296327212,371.0981069,2.77E-11,1.055722845,54.02967197,1.249491497,0.15207243,8.216423534,2.745493784,0.591280633,1.41386808,(52.947-10.762j),(1.198-0.355j),(0.15192673000153248-0.006655285162531285j),(7.97244039447198-1.9874128517770366j),(2.6901211940878205+0.5486201592613933j),(0.4123525399313783+0.06544654314107984j),(-0.5876474600686217+0.06544654314107984j),(1.4123525399313783+0.06544654314107984j),(-0.41304284876643366+0.06547853113676562j)
sample975,-1.819561267,-1.819561267,0.105986581,0.104396299,-0.018291205,0.105986581,-0.173448761,-0.810447519,-0.029984949,0.811002021,-3.104611508,0.811002021,0.811002021,0.109946759,-1.848116402,-1.917723236,0.319388922,1.160777366,2.890471827,1,8.998,156.252,69.908,1.533,1.4,0.447405473,0.913242009,1948.391673,6.62E-11,0.538197627,171.1777321,2.076075384,0.110128044,18.8514688,0.962394111,0.895790465,1.104547759,(156.252-69.908j),(1.533-1.4j),(0.10872676535288966-0.017512183022406428j),(15.76453284918933-10.337184333906858j),(0.9623030792995061-0.01323664007525575j),(0.10439629863776098-0.018291204707241226j),(-0.895603701362239-0.018291204707241226j),(1.104396298637761-0.018291204707241226j),(-0.810447519277553-0.02998494854398684j)
sample941,-1.78300386,-1.78300386,0.102432436,0.102282228,0.005545249,0.102432436,0.054162148,-0.814371432,0.009127554,0.814422582,3.130385026,0.814422582,0.814422582,0.102039681,-1.785696665,-1.77880173,-0.164503071,1.473842182,2.961590646,1,11.875,85.133,91.087,1.037,0.796,1.069937627,0.767598843,2134.108913,6.23E-11,0.671737621,124.6774609,1.307281531,0.102397791,12.76669659,1.000338341,0.897734898,1.102296177,(85.133-91.087j),(1.037-0.796j),(0.10205160964703691+0.008412882112097123j),(9.454263877025783-8.579361075070487j),(0.9999437267386829-0.028095196878029867j),(0.10228222844939044+0.005545248627030245j),(-0.8977177715506095+0.005545248627030245j),(1.1022822284493905+0.005545248627030245j),(-0.8143714321299033+0.00912755411750992j)
sample934,-1.708005188,-1.708005188,0.098085291,0.098006609,-0.003927969,0.098085291,-0.040057177,-0.821459352,-0.006516023,0.821485194,-3.133660567,0.821485194,0.821485194,0.098540911,-1.709412085,-1.717404275,0.051625744,1.515229701,3.111042573,1,11.602,109.602,98.441,1.017,1.013,0.898167917,0.996066863,2428.623227,8.44E-11,0.611883948,147.3201578,1.435429552,0.098709705,14.54192931,0.993674237,0.902001944,1.098013634,(109.602-98.441j),(1.017-1.013j),(0.0986768214629185-0.0025476980417723245j),(10.564379043048685-9.993077782405491j),(0.993573430486628-0.014153720440182684j),(0.0980066086045792-0.00392796922811976j),(-0.9019933913954208-0.00392796922811976j),(1.0980066086045792-0.00392796922811976j),(-0.8214593515097197-0.006516022970111033j)
sample485,-4.123760174,-4.123760174,0.235020167,0.233228792,0.028962208,0.235020167,0.123546923,-0.620865117,0.038065793,0.622030946,3.080358413,0.622030946,0.622030946,0.137557522,-4.160481274,-2.404864562,-0.083291479,0.915882331,2.444236591,1,10.594,44.334,24.196,1.011,0.447,0.545766229,0.442136499,733.0740869,4.13E-11,1.056738748,50.50692994,1.105409426,0.147940164,7.47200351,1.588616375,0.767317988,1.233568832,(44.334-24.196j),(1.011-0.447j),(0.14781189145542203+0.006159296769332936j),(6.7021227404154615-3.303390262683785j),(1.583291289576405+0.12996415099949737j),(0.23322879246180245+0.028962207905434717j),(-0.7667712075381976+0.028962207905434717j),(1.2332287924618024+0.028962207905434717j),(-0.6208651166712081+0.03806579345426064j)
sample734,-3.607087742,-3.607087742,0.205954718,0.204807786,-0.021705223,0.205954718,-0.105584394,-0.659477235,-0.029896324,0.660154538,-3.096290303,0.660154538,0.660154538,0.146669377,-3.629714629,-2.566417666,-0.168829389,0.872949399,2.358534704,1,12.085,45.977,26.379,1.146,0.421,0.573743393,0.367364747,860.9125695,2.65E-11,0.854402201,53.00694455,1.220883696,0.151764698,8.044582922,1.357066044,0.795488387,1.205003285,(45.977-26.379j),(1.146-0.421j),(0.15122429332565449+0.012795960948957604j),(7.290383988106168-3.4008257370872164j),(1.3326448365539105-0.25629277913119536j),(0.20480778605521005-0.021705223121209236j),(-0.79519221394479-0.021705223121209236j),(1.20480778605521-0.021705223121209236j),(-0.659477235093543-0.029896323769791913j)
sample96,-8.813062362,-8.813062362,0.626640742,0.534562201,0.326989102,0.626640742,0.548974519,-0.246697796,0.265650094,0.362532447,2.319220277,0.362532447,0.362532447,0.189560883,-12.78329443,-3.333325603,0.174580387,0.394563778,2.051853971,1,12.001,25.399,2.805,1.135,0.332,0.110437419,0.292511013,270.8619729,2.15E-11,1.163182773,25.55341907,1.182560358,0.21512315,5.497132016,2.912939592,0.568818264,1.569013392,(25.399-2.805j),(1.135-0.332j),(0.21430409696555713-0.018754303571774242j),(5.390503937309359-1.0774635484078818j),(2.3429380602692422+1.7308547925741955j),(0.5345622014708308+0.32698910166896644j),(-0.4654377985291692+0.32698910166896644j),(1.5345622014708309+0.32698910166896644j),(-0.24669779609714065+0.2656500935626838j)
sample564,-6.464340881,-6.464340881,0.35893644,0.356540891,-0.041400011,0.35893644,-0.115598069,-0.472966242,-0.044953174,0.475097731,-3.046832106,0.475097731,0.475097731,0.145619571,-6.52596107,-2.54778265,-0.301690003,0.498402255,1.917557253,1,9.523,52.662,22.268,1.358,0.134,0.422847594,0.098674521,434.5683127,7.63E-12,0.930677669,57.17648177,1.364595178,0.154487449,8.833048813,2.323401948,0.644789567,1.357172484,(52.662-22.268j),(1.358-0.134j),(0.15273315898631165+0.02321538387026952j),(8.560193786560307-2.178493438931054j),(2.241417324643092-0.6117556621935719j),(0.3565408911320214-0.04140001120952528j),(-0.6434591088679786-0.04140001120952528j),(1.3565408911320214-0.04140001120952528j),(-0.4729662416729535-0.04495317414694713j)
sample241,-2.418418873,-2.418418873,0.339097273,0.151332773,0.303455684,0.339097273,1.108190781,-0.624280658,0.428110109,0.756970677,2.540484097,0.756970677,0.756970677,0.183324354,-6.133491629,-3.221083958,0.26832325,0.329400215,2.03356184,1,9.313,20.165,0.616,1.162,0.358,0.030547979,0.308089501,158.4146084,2.85E-11,1.662569684,20.17440658,1.215898022,0.245498132,4.952779125,1.381262131,0.901288752,1.190652135,(20.165-0.616j),(1.162-0.358j),(0.2432920413491352-0.03283771151804621j),(4.885755983510195-0.812040350232469j),(0.4455544433314297+1.3074273644416687j),(0.1513327726746161+0.3034556841350322j),(-0.8486672273253839+0.3034556841350322j),(1.151332772674616+0.3034556841350322j),(-0.6242806584420585+0.4281101086784885j)
sample743,-6.680178747,-6.680178747,0.429239858,0.382746509,0.194298649,0.429239858,0.469743427,-0.418390758,0.199307252,0.463437383,2.697030139,0.463437383,0.463437383,0.135079551,-7.973029628,-2.361002686,0.12797841,0.434998718,2.068987923,1,8.2,53.242,8.238,1.2,0.347,0.154727471,0.289166667,304.0715548,2.94E-11,1.143510038,53.87555297,1.24916332,0.152269787,8.203618995,2.818943042,0.64711192,1.396330861,(53.242-8.238j),(1.2-0.347j),(0.15195815038728921-0.009736974606737413j),(8.010342646109748-1.7702472449024016j),(2.4268677961921408+1.434138269286331j),(0.38274650945442584+0.19429864869494728j),(-0.6172534905455742+0.19429864869494728j),(1.3827465094544258+0.19429864869494728j),(-0.41839075836285033+0.1993072524768406j)
sample864,-1.939820696,-1.939820696,0.11179601,0.111217758,-0.01135597,0.11179601,-0.101753095,-0.799639301,-0.01839122,0.799850766,-3.118597313,0.799850766,0.799850766,0.120815196,-1.950247827,-2.109076748,0.091762579,0.97576493,2.591646219,1,8.809,130.003,61.521,1.819,1.075,0.473227541,0.590984057,1507.854478,3.69E-11,0.553288942,143.8249403,2.112909369,0.121205781,17.43241417,0.922365331,0.888854786,1.111275783,(130.003-61.521j),(1.819-1.075j),(0.12107822835807017-0.005559126597022524j),(15.398529893858772-8.171556821809554j),(0.9209260508282838-0.05150740860088038j),(0.11121775847798583-0.011355970283760251j),(-0.8887822415220141-0.011355970283760251j),(1.1112177584779859-0.011355970283760251j),(-0.7996393007520618-0.018391220141063248j)
sample575,-4.409366824,-4.409366824,0.24916525,0.248585869,0.016981966,0.24916525,0.068208313,-0.601515879,0.021782153,0.601910139,3.105396369,0.601910139,0.601910139,0.160027972,-4.42151059,-2.804072755,0.162871918,1.07257524,2.724011199,1,9.964,39.828,19.478,1.088,0.773,0.489052928,0.710477941,820.3487891,6.55E-11,1.142692091,44.33578767,1.334643398,0.173502368,7.692364156,1.436091346,0.751606003,1.248701349,(39.828-19.478j),(1.088-0.773j),(0.1729273682343977-0.014113719733787281j),(6.612444189064884-3.930400508026879j),(1.4200418403900867+0.2141016738353363j),(0.24858586926043502+0.01698196644540693j),(-0.751414130739565+0.01698196644540693j),(1.248585869260435+0.01698196644540693j),(-0.6015158792294151+0.021782153388432646j)
sample691,-5.54498503,-5.54498503,0.309304103,0.308870371,0.016374445,0.309304103,0.052964389,-0.527796087,0.019113285,0.528142052,3.105395082,0.528142052,0.528142052,0.133464227,-5.555073058,-2.332426438,0.025367884,0.636384116,2.219068058,1,10.363,49.058,15.472,1.016,0.349,0.315381793,0.343503937,504.8433804,3.26E-11,1.0244349,51.43996645,1.07427045,0.144512854,7.433736336,2.14032244,0.691323576,1.308972792,(49.058-15.472j),(1.016-0.349j),(0.14450122888048364-0.0018329435313657592j),(7.060581984101476-2.3256435570005847j),(2.1357120186115077+0.1404076938322294j),(0.308870370598345+0.016374444773657782j),(-0.691129629401655+0.016374444773657782j),(1.308870370598345+0.016374444773657782j),(-0.5277960869824662+0.019113285176031995j)
sample461,-5.299562191,-5.299562191,0.298401077,0.296340565,-0.035006744,0.298401077,-0.117585175,-0.541680214,-0.041631964,0.543277715,-3.064886362,0.543277715,0.543277715,0.162093872,-5.346399066,-2.840916897,-0.345417486,0.628854899,2.026146155,1,9.649,48.662,25.777,1.57,0.224,0.529715178,0.142675159,584.166916,9.42E-12,0.888678201,55.0676309,1.585899114,0.169703024,9.345143501,1.758372182,0.704529682,1.296813145,(48.662-25.777j),(1.57-0.224j),(0.16717833200697035+0.029163705897746958j),(8.886984839049415-2.8901916077475134j),(1.6848015157022465-0.5033056541506987j),(0.2963405652322411-0.03500674385057229j),(-0.7036594347677589-0.03500674385057229j),(1.296340565232241-0.03500674385057229j),(-0.541680214354377-0.041631964478200535j)
sample892,-1.600169507,-1.600169507,0.093130124,0.091875031,-0.015238066,0.093130124,-0.164360255,-0.831354768,-0.02555815,0.831747539,-3.110859562,0.831747539,0.831747539,0.088913444,-1.622537726,-1.548674431,0.01246709,1.019151081,2.595384626,1,9.922,120.721,66.475,0.97,0.55,0.550649846,0.567010309,1256.820388,5.89E-11,0.698063829,137.8132267,1.115078473,0.089951263,12.39647379,1.035339812,0.908252805,1.091981356,(120.721-66.475j),(0.97-0.55j),(0.08994951526977295-0.0005607116030210539j),(10.821522129071434-6.047083692986461j),(1.0224229128075653-0.16303347455835876j),(0.09187503064688411-0.015238066399677015j),(-0.9081249693531159-0.015238066399677015j),(1.091875030646884-0.015238066399677015j),(-0.8313547677999572-0.025558149760570744j)
sample554,-8.369463728,-8.369463728,0.453672051,0.449688904,0.059985156,0.453672051,0.132609728,-0.377248303,0.056987712,0.381528349,2.99166468,0.381528349,0.381528349,0.137235368,-8.500260432,-2.399160483,-0.080423181,0.436066031,1.96585444,1,9.124,53.278,14.073,1.213,0.218,0.264142798,0.179719703,340.6964743,1.62E-11,1.021837892,55.10530476,1.232433771,0.149549543,8.240973156,3.033590348,0.553570701,1.450929405,(53.278-14.073j),(1.213-0.218j),(0.14942865078815426+0.006012004480621228j),(8.045866595747064-1.7826018278231575j),(3.0206500468390742+0.2798994304795606j),(0.4496889043721714+0.05998515586891876j),(-0.5503110956278285+0.05998515586891876j),(1.4496889043721715+0.05998515586891876j),(-0.37724830284432215+0.05698771223754313j)
sample858,-1.690397007,-1.690397007,0.09743064,0.097009135,-0.009053028,0.09743064,-0.093051894,-0.823014721,-0.015044362,0.823152212,-3.12331511,0.823152212,0.823152212,0.112724703,-1.697929906,-1.966586787,-0.108392976,0.77472721,2.290530722,1,8.557,132.633,62.694,1.78,0.616,0.472687793,0.346067416,1125.550276,2.27E-11,0.570051782,146.7039547,1.883575324,0.113310612,16.6231149,0.859854504,0.903036245,1.097046489,(132.633-62.694j),(1.78-0.616j),(0.11314424146800933+0.006138031370724191j),(15.391477917382666-6.279359559802116j),(0.8505496147117407-0.12615514401894137j),(0.09700913521903398-0.009053027859852559j),(-0.902990864780966-0.009053027859852559j),(1.097009135219034-0.009053027859852559j),(-0.8230147213570267-0.015044362468386632j)
sample962,-1.622770117,-1.622770117,0.093317999,0.093146392,-0.005656736,0.093317999,-0.060655029,-0.82953213,-0.009467332,0.829586152,-3.130180291,0.829586152,0.829586152,0.111835146,-1.625830068,-1.950936291,-0.168062096,0.726966391,2.212935342,1,8.473,136.127,65.34,1.833,0.526,0.479992948,0.286961266,1070.77908,1.85E-11,0.559991018,150.9962772,1.906977976,0.112380179,16.96898863,0.830377741,0.906871251,1.093161028,(136.127-65.34j),(1.833-0.526j),(0.1119836417844937+0.009432314461185554j),(15.860304632091639-6.033018483541013j),(0.8217013037720683-0.11972535279413916j),(0.09314639163199344-0.0056567359294767095j),(-0.9068536083680065-0.0056567359294767095j),(1.0931463916319935-0.0056567359294767095j),(-0.8295321295581403-0.009467332290191203j)
sample207,-8.351475495,-8.351475495,0.583537957,0.499305429,0.302010986,0.583537957,0.543986988,-0.28193567,0.258225341,0.382319303,2.40006126,0.382319303,0.382319303,0.186797376,-11.60106104,-3.28355612,0.210427462,0.418078094,2.093291824,1,12.19,25,2.605,1.083,0.352,0.1042,0.325023084,283.4991543,2.46E-11,1.181635959,25.13535409,1.138768194,0.212850738,5.350078671,2.741535979,0.584727021,1.529420611,(25-2.605j),(1.083-0.352j),(0.21167370325398713-0.0223535249675523j),(5.233611648809204-1.1102481211654438j),(2.183817797545767+1.6573953509052701j),(0.4993054287960445+0.3020109860200357j),(-0.5006945712039554+0.3020109860200357j),(1.4993054287960446+0.3020109860200357j),(-0.2819356704688086+0.258225341159094j)
sample393,-2.728711491,-2.728711491,0.434601383,0.180835465,0.395192227,0.434601383,1.141649654,-0.523118899,0.50974481,0.730406157,2.369142318,0.730406157,0.730406157,0.18691369,-8.087530056,-3.285649795,0.208115993,0.249165946,1.923223942,1,11.161,20.119,0.413,1.07,0.249,0.020527859,0.23271028,136.5943198,1.95E-11,1.447349598,20.12323856,1.098590461,0.233651715,4.701829209,1.86003934,0.909509446,1.245210541,(20.119-0.413j),(1.07-0.249j),(0.23238785833556055-0.02426947537343368j),(4.665388028523915-0.5842537605306987j),(0.5940832084837028+1.7626149569388307j),(0.18083546478291881+0.3951922271151755j),(-0.8191645352170812+0.3951922271151755j),(1.180835464782919+0.3951922271151755j),(-0.5231188991384209+0.5097448102326286j)
sample795,-5.359590213,-5.359590213,0.299767419,0.299203586,0.01837714,0.299767419,0.061343126,-0.539096677,0.02177041,0.539536076,3.101231456,0.539536076,0.539536076,0.132206931,-5.372466639,-2.310192638,0.044689158,0.656209623,2.248554202,1,10.279,49.62,15.663,1.004,0.367,0.315659008,0.365537849,517.4826142,3.54E-11,1.033059973,52.03339283,1.068973807,0.143331769,7.458038215,2.091423428,0.701037326,1.299333551,(49.62-15.663j),(1.004-0.367j),(0.14329598863723503-0.003202421554509238j),(7.060187427371323-2.40334922755976j),(2.084103921536408+0.1748221963679677j),(0.2992035862291535+0.018377140144115345j),(-0.7007964137708464+0.018377140144115345j),(1.2992035862291536+0.018377140144115345j),(-0.5390966768494895+0.021770410446524516j)
sample871,-1.761643665,-1.761643665,0.103606638,0.101114267,-0.022588503,0.103606638,-0.21978702,-0.815577862,-0.037245168,0.816427861,-3.095957147,0.816427861,0.816427861,0.104400893,-1.806313448,-1.820261952,0.32646301,1.24686817,2.980099675,1,9.082,136.314,67.571,1.182,1.185,0.495701102,1.002538071,1772.395103,9.34E-11,0.650146412,152.1425208,1.673723095,0.104885753,15.95758286,0.987804685,0.899169506,1.101345936,(136.314-67.571j),(1.182-1.185j),(0.10349153736134088-0.017044731890840218j),(12.955615845277856-9.316462254011157j),(0.9862253464723938-0.05583602613055628j),(0.10111426719590381-0.022588502798972225j),(-0.8988857328040962-0.022588502798972225j),(1.1011142671959038-0.022588502798972225j),(-0.8155778623361585-0.037245167778609714j)
sample398,-3.067001317,-3.067001317,0.528411287,0.216906401,0.481840328,0.528411287,1.147807352,-0.420763774,0.5625587,0.702505832,2.212981858,0.702505832,0.702505832,0.197804111,-10.21353669,-3.482107339,0.177019028,0.217439369,1.875948883,1,11.35,20.383,0.412,1.156,0.231,0.020212923,0.19982699,126.4691491,1.52E-11,1.360388044,20.38716344,1.178854105,0.240464864,4.902396485,2.197457368,0.919459453,1.308828213,(20.383-0.412j),(1.156-0.231j),(0.23952358589543335-0.0212556502760975j),(4.8734519233928655-0.5319376369666138j),(0.7213758614571706+2.0756771788459556j),(0.21690640131425515+0.48184032800974785j),(-0.7830935986857448+0.48184032800974785j),(1.2169064013142552+0.48184032800974785j),(-0.42076377416539446+0.5625586998547097j)
sample767,-8.192421362,-8.192421362,0.4395578,0.439509303,0.006529327,0.4395578,0.014854854,-0.389333747,0.00630174,0.389384744,3.125408107,0.389384744,0.389384744,0.136983433,-8.193965548,-2.394700082,0.045257844,0.444699482,2.037328404,1,9.166,54.807,11.094,1.2,0.3,0.202419399,0.25,352.1363349,2.27E-11,1.008284628,55.91854867,1.236931688,0.148728745,8.316695544,2.955432729,0.560528727,1.43952411,(54.807-11.094j),(1.2-0.3j),(0.14869066662172073-0.003365283947255637j),(8.111954905425796-1.8340153727986095j),(2.953356731235376+0.1107548379220016j),(0.439509302617274+0.006529326684057259j),(-0.5604906973827259+0.006529326684057259j),(1.439509302617274+0.006529326684057259j),(-0.3893337474388432+0.006301740387311374j)
sample931,-1.85546795,-1.85546795,0.106589213,0.106409126,0.006193411,0.106589213,0.058138168,-0.807592947,0.010118469,0.807656332,3.12906414,0.807656332,0.807656332,0.10791701,-1.858704817,-1.882039441,-0.127771629,1.395514667,2.901628852,1,11.476,106.924,101.961,1.389,1.021,0.953583854,0.735061195,2464.921678,4.61E-11,0.535910636,147.7456845,1.723879926,0.108017993,15.95919233,0.986772761,0.893612337,1.10642646,(106.924-101.961j),(1.389-1.021j),(0.10779763585958019+0.006896124254827723j),(12.229290141796243-10.253793560055456j),(0.9867564621419966-0.00567158966709292j),(0.10640912577513725+0.006193411214507176j),(-0.8935908742248627+0.006193411214507176j),(1.1064091257751372+0.006193411214507176j),(-0.8075929469214699+0.010118468989384288j)
sample218,-2.065575443,-2.065575443,0.342208817,0.130380001,0.316398371,0.342208817,1.179923617,-0.640768089,0.459258259,0.788353913,2.519725961,0.788353913,0.788353913,0.191406299,-6.194640781,-3.366590754,0.217632352,0.295766867,1.974583044,1,8.41,20.288,0.793,1.341,0.352,0.039087145,0.262490679,137.7189111,2.33E-11,1.708604848,20.30349214,1.386428866,0.26131445,5.305595874,1.309567141,0.925390119,1.173825744,(20.288-0.793j),(1.341-0.352j),(0.25976886864513493-0.028379155656561003j),(5.247686136636844-0.7817530227959016j),(0.3644937937225919+1.2578196889863398j),(0.13038000116512138+0.3163983714596531j),(-0.8696199988348786+0.3163983714596531j),(1.1303800011651215+0.3163983714596531j),(-0.6407680893519044+0.4592582590622777j)
sample5,-2.062726197,-2.062726197,0.334802119,0.129622282,0.30869163,0.334802119,1.173246,-0.647475804,0.450205347,0.788612561,2.534011967,0.788612561,0.788612561,0.171831711,-6.0493206,-3.014932982,0.180406252,0.290683709,1.950886835,1,8.368,25.093,1.385,1.25,0.3,0.055194676,0.24,144.2953062,2.29E-11,1.599258493,25.13119325,1.285496013,0.226166779,5.683841019,1.48033288,0.923497642,1.171041,(25.093-1.385j),(1.25-0.3j),(0.2252472875538038-0.020373295937056154j),(5.623913171714776-0.8231946082105684j),(0.44784690714437575+1.4109637070162313j),(0.12962228223311834+0.3086916302685183j),(-0.8703777177668817+0.3086916302685183j),(1.1296222822331183+0.3086916302685183j),(-0.6474758038207848+0.45020534713958893j)
sample769,-7.978698864,-7.978698864,0.430177912,0.429715484,-0.019940881,0.430177912,-0.046371579,-0.39860765,-0.019507006,0.39908468,-3.092693804,0.39908468,0.39908468,0.138077228,-7.993015726,-2.414067567,0.021991022,0.448602076,2.029597587,1,9.25,54.986,11.91,1.218,0.292,0.216600589,0.239737274,361.7831573,2.13E-11,0.99010259,56.26107265,1.252512675,0.149206266,8.394504547,2.883108897,0.570633042,1.429854539,(54.986-11.91j),(1.218-0.292j),(0.1491972460331536-0.001640566091713659j),(8.184220628226672-1.867147367373827j),(2.8813050282022625-0.10197178301729937j),(0.4297154837397258-0.01994088052842407j),(-0.5702845162602742-0.01994088052842407j),(1.429715483739726-0.01994088052842407j),(-0.398607650173804-0.01950700567731483j)
sample643,-7.521768269,-7.521768269,0.449838812,0.420417627,0.160012424,0.449838812,0.363674262,-0.390391966,0.156629983,0.420640986,2.760041795,0.420640986,0.420640986,0.136266776,-8.41659544,-2.382013664,0.112451595,0.432519947,2.058745744,1,8.431,53.502,8.636,1.206,0.337,0.161414527,0.279436153,312.1815561,2.75E-11,1.106710131,54.19450618,1.252200064,0.152005474,8.237861622,2.959359282,0.601265086,1.429402046,(53.502-8.636j),(1.206-0.337j),(0.15176526717618044-0.008542126633870191j),(8.045975518849904-1.767665706498817j),(2.702278816014983+1.2064396214578867j),(0.4204176265196581+0.16001242363606138j),(-0.5795823734803419+0.16001242363606138j),(1.420417626519658+0.16001242363606138j),(-0.39039196639950347+0.1566299827557193j)
sample982,-1.609351078,-1.609351078,0.0933631,0.092394337,-0.013414728,0.0933631,-0.144182441,-0.830564638,-0.022479544,0.83086879,-3.114533884,0.83086879,0.83086879,0.093322488,-1.626620434,-1.625908741,0.204906983,1.355438133,3.027891624,1,9.271,142.202,92.207,1.058,1.047,0.648422666,0.989603025,1934.040082,1.01E-10,0.659097053,169.4802043,1.488480097,0.093715629,15.88294403,0.996238303,0.907704795,1.092476701,(142.202-92.207j),(1.058-1.047j),(0.09322420628548275-0.009584704881853916j),(12.372891699167113-9.958888592574898j),(0.9953710516302743-0.041559914601512864j),(0.09239433673140804-0.013414727829835238j),(-0.9076056632685919-0.013414727829835238j),(1.092394336731408-0.013414727829835238j),(-0.8305646375108161-0.02247954384366827j)
