materials,RL,RL_z_xy,zin/z0,x,y,r,theta,a_1,b_1,r_1,tehta_1,z_xy,z,r1,RL_r,RL_r1,theta_eu1,theta_eu2,theta1,d,f,e1,e2,u1,u2,tane,tanu,ac,C0,dm,e12,u12,sqrt_eu1,sqrt_eu2,tanh_eu,z1,z2,e_c,u_c,sqrt_eu1_c,sqrt_eu2_c,tanh_eu_c,zin/z0_c,z1_c,z2_c,z_c
sample447,-8.350636702,-8.350636702,0.457123127,0.450278841,0.078806842,0.457123127,0.173263002,-0.374985178,0.074715452,0.382356225,2.944919234,0.382356225,0.382356225,0.138219722,-8.575898215,-2.416591117,-0.054949941,0.439266628,1.981791658,1,9.082,52.453,13.232,1.213,0.236,0.252263932,0.194558945,338.8897014,1.77E-11,1.034605,54.09623862,1.235744715,0.151140497,8.176132396,3.024491358,0.55534122,1.45241841,(52.453-13.232j),(1.213-0.236j),(0.15108345467129275+0.004152058253985095j),(7.979720482690051-1.781348360614266j),(2.992406748867632+0.43937435196973706j),(0.45027884149592806+0.07880684213046495j),(-0.549721158504072+0.07880684213046495j),(1.450278841495928+0.07880684213046495j),(-0.3749851780744845+0.07471545247703965j)
sample189,-6.631254875,-6.631254875,0.627932666,0.448340767,0.439647574,0.627932666,0.775608717,-0.26438481,0.383807269,0.466055091,2.173998344,0.466055091,0.466055091,0.185460868,-12.8202979,-3.259505388,0.16708952,0.319984777,1.973529537,1,11.476,25.706,1.969,1.143,0.284,0.076596903,0.248468941,211.0295218,1.89E-11,1.204871498,25.78129937,1.177754219,0.21373465,5.510356984,2.937907668,0.705420371,1.513598681,(25.706-1.969j),(1.143-0.284j),(0.2129891785345184-0.017835645111941037j),(5.439981438182918-0.8778587857820231j),(1.918685113900939+2.2248480623424784j),(0.4483407667441+0.43964757438933816j),(-0.5516592332559+0.43964757438933816j),(1.4483407667441+0.43964757438933816j),(-0.264384809880187+0.38380726934047904j)
sample272,-3.191006559,-3.191006559,0.426691989,0.207864147,0.37263729,0.426691989,1.061969898,-0.511914407,0.466439615,0.692547669,2.402641978,0.692547669,0.692547669,0.192734138,-7.918844247,-3.390541252,0.248963699,0.30948234,2.00396419,1,10.552,20.219,0.612,1.144,0.328,0.030268559,0.286713287,167.1489741,2.38E-11,1.476875909,20.22826006,1.190092433,0.242555475,4.906475235,1.759152162,0.875407196,1.264038903,(20.219-0.612j),(1.144-0.328j),(0.24067861372576785-0.030115835569257475j),(4.847849999552915-0.7562073909749868j),(0.6595969405162673+1.6308121307061048j),(0.20786414723390845+0.3726372898629378j),(-0.7921358527660916+0.3726372898629378j),(1.2078641472339084+0.3726372898629378j),(-0.5119144072187833+0.46643961450544935j)
sample237,-2.113444439,-2.113444439,0.331818978,0.132451201,0.304237594,0.331818978,1.160188128,-0.647194276,0.442525402,0.784021149,2.541849537,0.784021149,0.784021149,0.181614998,-5.991021253,-3.190366664,0.241911664,0.295931142,1.986886974,1,9.166,20.173,0.545,1.172,0.323,0.027016309,0.27559727,140.2036551,2.57E-11,1.68167758,20.1803606,1.215694452,0.245441364,4.953095236,1.351927696,0.919348373,1.172606599,(20.173-0.545j),(1.172-0.323j),(0.2436481100958939-0.029615227618971424j),(4.898973025912127-0.7302162067597728j),(0.38613635856916706+1.295610746596668j),(0.1324512011707338+0.3042375936772216j),(-0.8675487988292662+0.3042375936772216j),(1.1324512011707337+0.3042375936772216j),(-0.647194276155598+0.442525401870202j)
sample488,-4.342999027,-4.342999027,0.246098368,0.245055107,0.022636279,0.246098368,0.092110809,-0.605823801,0.029195395,0.606526874,3.093438677,0.606526874,0.606526874,0.143531371,-4.364752871,-2.510732469,-0.097375983,0.89174036,2.413052368,1,10.72,43.202,23.297,1.068,0.448,0.539257442,0.419475655,730.1217828,3.66E-11,1.029293663,49.08322537,1.158157157,0.153609191,7.539634523,1.602107053,0.75528418,1.245260865,(43.202-23.297j),(1.068-0.448j),(0.1534271597331529+0.0074759685004304275j),(6.802527792946199-3.2514157491476685j),(1.6005968710346685+0.06954614242759864j),(0.24505510703050565+0.022636278892806463j),(-0.7549448929694944+0.022636278892806463j),(1.2450551070305056+0.022636278892806463j),(-0.6058238013809555+0.029195394818677164j)
sample560,-7.561156473,-7.561156473,0.409714451,0.409706821,-0.002500344,0.409714451,-0.006102688,-0.418730248,-0.002516349,0.418737809,-3.135583252,0.418737809,0.418737809,0.142339063,-7.561380003,-2.489587953,-0.187511837,0.473704288,1.949948369,1,9.355,52.409,17.987,1.284,0.185,0.343204411,0.144080997,389.8407221,1.20E-11,0.976657742,55.40970538,1.297259034,0.153010217,8.478251049,2.677693415,0.590298474,1.409709039,(52.409-17.987j),(1.284-0.185j),(0.15233821647469856+0.014324605936388502j),(8.241550274200296-1.9893692272102177j),(2.664353871830291-0.2669465634214026j),(0.40970682121916885-0.0025003440766065976j),(-0.5902931787808312-0.0025003440766065976j),(1.4097068212191688-0.0025003440766065976j),(-0.4187302481327544-0.002516348590236293j)
sample118,-2.39894585,-2.39894585,0.36399378,0.152531945,0.33049278,0.36399378,1.138396495,-0.603460952,0.459798334,0.758669644,2.490496472,0.758669644,0.758669644,0.176564059,-6.627020547,-3.09971518,0.180673704,0.30146389,1.961800741,1,8.641,25.137,1.52,1.265,0.311,0.060468632,0.245849802,155.6759545,2.25E-11,1.53817464,25.18291423,1.302668799,0.227438516,5.727564634,1.600405188,0.909630465,1.198980968,(25.137-1.52j),(1.265-0.311j),(0.22651111260931237-0.02051814568058512j),(5.662622256225796-0.860061519139023j),(0.5368259372446472+1.5076852051269871j),(0.1525319450020803+0.3304927804924109j),(-0.8474680549979197+0.3304927804924109j),(1.1525319450020803+0.3304927804924109j),(-0.603460952254323+0.45979833428442063j)
sample896,-1.445350789,-1.445350789,0.084200168,0.083026037,-0.014012331,0.084200168,-0.167194776,-0.846368598,-0.023888556,0.846705655,-3.113375379,0.846705655,0.846705655,0.082224976,-1.466178209,-1.431626352,-0.071845319,0.912276847,2.446354187,1,10.09,129.972,69.67,0.931,0.416,0.536038531,0.446831364,1141.660982,4.76E-11,0.67527509,147.4673852,1.019714176,0.08315555,12.26273147,1.012562217,0.917081018,1.08311668,(129.972-69.67j),(0.931-0.416j),(0.08310190190942658+0.0029865260926567345j),(11.008991667847388-5.401544736714969j),(0.991746446493786-0.2042577508415532j),(0.08302603701806466-0.01401233093492156j),(-0.9169739629819353-0.01401233093492156j),(1.0830260370180647-0.01401233093492156j),(-0.8463685980787141-0.02388855571317588j)
sample513,-4.424642297,-4.424642297,0.249410137,0.249343201,0.005777925,0.249410137,0.023168433,-0.600806906,0.007403364,0.600852518,3.129270909,0.600852518,0.600852518,0.156637701,-4.426046605,-2.743663236,-0.125270471,0.914726024,2.422090789,1,11.728,38.527,22.059,1.121,0.467,0.572559504,0.416592328,796.5460323,3.17E-11,0.972438796,44.3951485,1.214384618,0.165390428,7.342532631,1.508008288,0.750679035,1.249356562,(38.527-22.059j),(1.121-0.467j),(0.16506610689649154+0.010352496266158685j),(6.587867615536324-3.2423426283834114j),(1.5068339816591358-0.05950081559889873j),(0.24934320106313387+0.005777925180770978j),(-0.7506567989368661+0.005777925180770978j),(1.2493432010631338+0.005777925180770978j),(-0.6008069057522464+0.007403364041543758j)
sample705,-5.405790911,-5.405790911,0.308757351,0.302734351,-0.060687846,0.308757351,-0.197843283,-0.531907927,-0.071363891,0.536673875,-3.008223214,0.536673875,0.536673875,0.133413635,-5.544572165,-2.331531637,-0.05638779,0.543675485,2.08548159,1,10.93,52.012,16.091,1.058,0.263,0.309370914,0.248582231,473.6139345,2.15E-11,0.92439346,54.44417715,1.090198606,0.141506729,7.704217417,2.18192699,0.699901707,1.304147156,(52.012-16.091j),(1.058-0.263j),(0.14145049111649446+0.003989097299421623j),(7.421311508596104-2.0685989238179947j),(2.126423527413386-0.48900753559376753j),(0.30273435091392586-0.060687845718773725j),(-0.6972656490860741-0.060687845718773725j),(1.302734350913926-0.060687845718773725j),(-0.5319079272040764-0.07136389078579691j)
sample650,-8.150825879,-8.150825879,0.443978466,0.439632544,0.061968573,0.443978466,0.140032834,-0.386674097,0.059688992,0.391253924,2.988436402,0.391253924,0.391253924,0.138122086,-8.289382099,-2.414861993,0.067520817,0.454288196,2.058048605,1,8.725,54.833,10.738,1.236,0.33,0.195830978,0.266990291,347.9735444,2.48E-11,1.043460377,55.8745249,1.279295118,0.151313769,8.454584966,2.934157732,0.56378346,1.440965637,(54.833-10.738j),(1.236-0.33j),(0.15122754632598298-0.00510744431199303j),(8.237416310670444-1.9039378864079186j),(2.889957368663031+0.5073736319538502j),(0.43963254442018235+0.06196857310640278j),(-0.5603674555798177+0.06196857310640278j),(1.4396325444201823+0.06196857310640278j),(-0.3866740968624737+0.059688991805048414j)
sample127,-2.702867915,-2.702867915,0.355652383,0.169823482,0.312487764,0.355652383,1.072990853,-0.595791681,0.426274033,0.732582608,2.520556133,0.732582608,0.732582608,0.173585457,-6.4605623,-3.04633536,0.217105716,0.343281054,2.021833912,1,8.998,24.758,1.564,1.185,0.341,0.0631715,0.287763713,178.0518767,2.70E-11,1.537831292,24.80735093,1.233087994,0.222949673,5.530790774,1.595213746,0.887040954,1.210840857,(24.758-1.564j),(1.185-0.341j),(0.22163737367411523-0.024154320904310543j),(5.449520739529403-0.9446535293752367j),(0.6053789052452294+1.4758805093462437j),(0.1698234820754302+0.31248776360232344j),(-0.8301765179245698+0.31248776360232344j),(1.1698234820754303+0.31248776360232344j),(-0.5957916808564434+0.42627403293471305j)
sample117,-2.257859305,-2.257859305,0.356801728,0.143305978,0.326758122,0.356801728,1.157488991,-0.617215174,0.462201898,0.771093487,2.498827625,0.771093487,0.771093487,0.175039415,-6.48343039,-3.072384714,0.175831732,0.291224398,1.949140265,1,8.599,25.121,1.451,1.257,0.299,0.057760439,0.23786794,149.0257667,2.20E-11,1.551092106,25.16287031,1.292071979,0.226601753,5.701950512,1.574576208,0.916894496,1.189083441,(25.121-1.451j),(1.257-0.299j),(0.22572659145044613-0.01989623590984066j),(5.641608265521477-0.8273426264857046j),(0.5033601098798118+1.491951351582566j),(0.1433059779323843+0.3267581217088467j),(-0.8566940220676157+0.3267581217088467j),(1.1433059779323842+0.3267581217088467j),(-0.6172151740155356+0.4622018977072245j)
sample474,-4.250005949,-4.250005949,0.244607053,0.240402196,0.045159656,0.244607053,0.185686457,-0.610245884,0.058624654,0.613055372,3.045819293,0.613055372,0.613055372,0.137646235,-4.33718664,-2.406435394,0.117895272,0.92201564,2.550963276,1,10.153,42.674,18.146,0.931,0.533,0.42522379,0.572502685,667.2963699,6.06E-11,1.171172143,46.37184051,1.072776771,0.152099405,7.053129328,1.608205197,0.760939037,1.241223993,(42.674-18.146j),(0.931-0.533j),(0.15183522172294872-0.008960708761049528j),(6.316815230627108-3.1375912190536543j),(1.560322516161343+0.38950943573164254j),(0.24040219581393876+0.0451596558968648j),(-0.7595978041860613+0.0451596558968648j),(1.2404021958139388+0.0451596558968648j),(-0.6102458843758652+0.058624654400938024j)
sample760,-7.513409691,-7.513409691,0.413643241,0.409201113,0.060458087,0.413643241,0.146685441,-0.41663636,0.060777077,0.421045971,2.996738775,0.421045971,0.421045971,0.139198724,-7.643557706,-2.433931763,0.079772406,0.49572091,2.105607113,1,8.872,53.131,11.212,1.213,0.359,0.211025578,0.295960429,377.8785318,2.75E-11,1.052314873,54.30112434,1.265009881,0.152630929,8.288031061,2.710087944,0.593884253,1.410497414,(53.131-11.212j),(1.213-0.359j),(0.15250953424125413-0.006086254133788039j),(8.034744982424042-2.0333056662952336j),(2.6630569110057487+0.5026972786873658j),(0.4092011125458947+0.06045808670383454j),(-0.5907988874541052+0.06045808670383454j),(1.4092011125458948+0.06045808670383454j),(-0.4166363597533876+0.06077707653171151j)
sample58,-3.270222115,-3.270222115,0.458432955,0.217624742,0.403485125,0.458432955,1.076156776,-0.480025709,0.490437109,0.686260329,2.345466619,0.686260329,0.686260329,0.174516419,-8.604684794,-3.063013053,0.171882355,0.267763006,1.923704183,1,10.489,25.137,1.206,1.101,0.246,0.047977086,0.223433243,156.2693529,1.93E-11,1.358273319,25.16591355,1.128147597,0.211727179,5.328307883,2.165205983,0.880290458,1.282735459,(25.137-1.206j),(1.101-0.246j),(0.21094576369300008-0.018173692358151996j),(5.2806261889670125-0.7112326958206248j),(0.8604858581314913+1.9868772074947378j),(0.21762474161300743+0.4034851246349707j),(-0.7823752583869925+0.4034851246349707j),(1.2176247416130075+0.4034851246349707j),(-0.4800257094453286+0.49043710876589997j)
sample604,-4.52194938,-4.52194938,0.255519938,0.254694774,0.020518547,0.255519938,0.08038771,-0.593586995,0.026060593,0.594158796,3.097717252,0.594158796,0.594158796,0.157857634,-4.539410847,-2.765392944,-0.120594736,0.941485813,2.451188445,1,11.119,38.298,22.493,1.149,0.5,0.587315265,0.43516101,788.0794742,3.41E-11,1.016150055,44.41477066,1.253076614,0.167967439,7.460235279,1.521246853,0.745587614,1.254862537,(38.298-22.493j),(1.149-0.5j),(0.16766218573941352+0.010121858415192192j),(6.648797350780978-3.383578610251597j),(1.5209398591397112+0.030560313201079485j),(0.25469477399821444+0.020518546820408552j),(-0.7453052260017856+0.020518546820408552j),(1.2546947739982144+0.020518546820408552j),(-0.5935869949777796+0.02606059262098455j)
sample741,-3.719504236,-3.719504236,0.211115732,0.210917352,-0.009150001,0.211115732,-0.043354744,-0.651546085,-0.012479505,0.651665588,-3.122441316,0.651665588,0.651665588,0.151095528,-3.723446994,-2.645050903,-0.005923297,1.056140427,2.623178778,1,12.358,40.296,23.666,1.008,0.584,0.587303951,0.579365079,962.3932362,4.65E-11,0.951617043,46.73165064,1.164954935,0.157887956,7.378364794,1.337123724,0.789135696,1.210951922,(40.296-23.666j),(1.008-0.584j),(0.15788726340005121+0.000467607966155037j),(6.373291576095489-3.7177172450214284j),(1.3356897762797537-0.061908607685618997j),(0.2109173524863643-0.00915000146868951j),(-0.7890826475136357-0.00915000146868951j),(1.2109173524863643-0.00915000146868951j),(-0.6515460847967699-0.012479504955866937j)
sample998,-1.547952876,-1.547952876,0.088906178,0.088872768,-0.002437112,0.088906178,-0.027415607,-0.836752685,-0.004111014,0.836762784,-3.136679636,0.836762784,0.836762784,0.087314756,-1.548547198,-1.520685058,-0.142023808,1.155221649,2.654209745,1,9.922,119.967,90.939,1.02,0.566,0.758033459,0.554901961,1503.863595,5.48E-11,0.682875339,150.5389744,1.166514466,0.08802795,13.25163731,1.009976693,0.911130491,1.088875496,(119.967-90.939j),(1.02-0.566j),(0.08780609438718795+0.00624577997484886j),(11.101818710480558-7.235710931233791j),(1.005088326877154-0.09924905687670509j),(0.08887276826919936-0.0024371115109916774j),(-0.9111272317308007-0.0024371115109916774j),(1.0888727682691994-0.0024371115109916774j),(-0.836752685237685-0.004111013924200695j)
sample370,-2.379552148,-2.379552148,0.455341763,0.161361745,0.425791625,0.455341763,1.208550702,-0.518060783,0.556568675,0.760365481,2.320376169,0.760365481,0.760365481,0.197367723,-8.536818319,-3.474218537,0.169554508,0.215885059,1.870662313,1,10.237,20.458,0.474,1.235,0.241,0.02316942,0.1951417,117.2278183,1.54E-11,1.456578409,20.46349042,1.258294878,0.247971265,5.074357612,1.836268255,0.940538479,1.236955784,(20.458-0.474j),(1.235-0.241j),(0.24708069154451384-0.02099715009100684j),(5.044824138474526-0.5466759443539174j),(0.5029937772882436+1.7660346441158634j),(0.16136174482338506+0.42579162532315323j),(-0.8386382551766149+0.42579162532315323j),(1.161361744823385+0.42579162532315323j),(-0.5180607825046051+0.5565686753529772j)
sample269,-3.269393751,-3.269393751,0.43324359,0.213536283,0.37696454,0.43324359,1.055401859,-0.503042969,0.4668949,0.68632578,2.393445688,0.68632578,0.68632578,0.195169464,-8.058471359,-3.434500863,0.248315089,0.313693886,2.00785143,1,10.447,20.244,0.662,1.171,0.338,0.032701047,0.288642186,169.8418855,2.36E-11,1.473511164,20.25482115,1.218804742,0.245303001,4.968568413,1.766156911,0.872139577,1.270737021,(20.244-0.662j),(1.171-0.338j),(0.2434147438479558-0.030378030957990756j),(4.907577817963827-0.7761134191409117j),(0.6734924394714012+1.632702718931791j),(0.21353628337837163+0.37696453993240797j),(-0.7864637166216284+0.37696453993240797j),(1.2135362833783716+0.37696453993240797j),(-0.5030429694361339+0.46689489983339283j)
sample47,-2.63092304,-2.63092304,0.32057711,0.162085528,0.276582655,0.32057711,1.040712771,-0.628778962,0.387658222,0.738675761,2.589110632,0.738675761,0.738675761,0.158480188,-5.772471816,-2.776485322,0.268809271,0.353931338,2.058335973,1,10.048,24.092,1.026,0.957,0.308,0.042586751,0.32183908,182.4389767,3.35E-11,1.553458353,24.11383711,1.00534223,0.204184985,4.923683456,1.570032736,0.882382359,1.194546249,(24.092-1.026j),(0.957-0.308j),(0.20234349851158737-0.02736085730845973j),(4.846787326542682-0.8667822037483006j),(0.6051451617762968+1.4487243094957905j),(0.1620855282525876+0.27658265473989585j),(-0.8379144717474124+0.27658265473989585j),(1.1620855282525877+0.27658265473989585j),(-0.6287789615603874+0.387658221551267j)
sample350,-2.429739473,-2.429739473,0.330490093,0.151219891,0.293864333,0.330490093,1.095544305,-0.631011788,0.416337656,0.755984735,2.558363304,0.755984735,0.755984735,0.180154523,-5.965092747,-3.164137409,0.278051148,0.340189277,2.049214852,1,9.439,20.11,0.625,1.121,0.358,0.031079065,0.319357716,162.8570014,3.02E-11,1.672387102,20.11970986,1.176777379,0.241844547,4.86584211,1.366539365,0.898211512,1.188134455,(20.11-0.625j),(1.121-0.358j),(0.23951110963766936-0.03351437144706412j),(4.795621932659116-0.823668453324003j),(0.45085849581609205+1.290021880383262j),(0.15121989109648748+0.29386433292862274j),(-0.8487801089035125+0.29386433292862274j),(1.1512198910964875+0.29386433292862274j),(-0.6310117875659175+0.41633765595838507j)
sample196,-7.279304821,-7.279304821,0.708086302,0.514060106,0.486958333,0.708086302,0.758330576,-0.197119005,0.385022413,0.432548449,2.043972123,0.432548449,0.432548449,0.185176525,-15.34510669,-3.254390162,0.156568489,0.28467892,1.932963165,1,11.77,26.02,1.669,1.137,0.255,0.064142967,0.224274406,192.7836516,1.68E-11,1.170742262,26.07347236,1.16524418,0.211401972,5.511983484,3.349478218,0.687943311,1.59044221,(26.02-1.669j),(1.137-0.255j),(0.21075452279809087-0.01653254524954012j),(5.456239865184842-0.7819261259430476j),(2.2440825682739147+2.4865835512608685j),(0.5140601058740655+0.4869583331398738j),(-0.4859398941259345+0.4869583331398738j),(1.5140601058740655+0.4869583331398738j),(-0.1971190050818626+0.38502241293002915j)
sample103,-7.872090336,-7.872090336,0.567193488,0.475389081,0.309376267,0.567193488,0.57692714,-0.298479886,0.272279947,0.404013133,2.402065904,0.404013133,0.404013133,0.183619818,-11.17657665,-3.226395491,0.215813301,0.41394232,2.09184897,1,12.274,24.912,2.476,1.05,0.342,0.099389852,0.325714286,277.8002848,2.53E-11,1.193951185,25.03474226,1.104293439,0.21002485,5.257917994,2.700601799,0.609040468,1.507476904,(24.912-2.476j),(1.05-0.342j),(0.20880328781623061-0.02261912281000801j),(5.145702558000356-1.0804845280759066j),(2.0916814273934343+1.7082502399263j),(0.47538908107101396+0.30937626742385127j),(-0.524610918928986+0.30937626742385127j),(1.475389081071014+0.30937626742385127j),(-0.29847988637650474+0.27227994684662704j)
